ஆ|	A:A|
ஜ|ி|த|ா|ர|ு|ர|ா|ம:்|	J:h|i|t|a|r|u|r:a|a|m|
ஜ|ி|ன|ே|ந:்:த|ி:ர:ா|	J|i|n|e|n:d|r:a|
ஜ|ி|த:்|ம|ா|ன|்:ய:ு|	J|i|t|m|a|n|y:u|
ஜ|ோ|க|ி|ந:்|த:்|ர|ா|	J|O|G|I|N|D|R|A|
ஜ|ு|ல:்|ஃ:ப|ி|க|ர:்|	J|u|l|f|i|k:a|r|
க|ா|ல|்:க:ு|ஞ:்:ஜ|ா|	K:a|a|l|k:u|n:j|a|
க|ஜ|்:வ:ா|த:்|க|ர:்|	K:a|j|w:a|d|k:a|r|
க|ா|ம:ா:க|்:க:்|ஷ:ி|	K|a|m:a|k|s:h:i|
க|ா|ம|ா|ல|்:க:ா|ல|ி|	K|a|m|a|l|k:a|l|i|
க|ா|ன|ா|ன:்|ப|ா|ல|ா|	k|a|n|a|n|b|a|l|a|
க|ா|ன:்:ட|ி|ம|ா:ய:்|	K|a|n:t|i|m|o:y|
க|ன:்|வ|ர:்|ல|ா|ல:்|	K:a|n|w:a|r|l|a|l|
க|ெ:ன:்|ந:்:த|்:ர:ா|	K|e:n|d|r:a|
க|ன|்:வ:ி|ல:்|க|ர:்|	K:h:a|n|v:i|l|k:a|r|
க:ா|ஸ:்:க|ி|வ|ா|ல|ே|	K:h:a|s:g|i|w|a|l|e|
க|ி:ய:ா|ந:்:த|ி:ர:ா|	K|i:a|n:d|r:a|
க|ி|ர|ா|ய|ெ|த|ா|ர:்|	k|i|r|a|y|e|d|a|r|
க|ே:ர:்|ஸ:்:ட|ெ:ன:்|	K|i:r|s:t|e:n|
க|ொ|ல:்|ஹ|ா|ப|ூ|ர:்|	K|o|l|h|a|p|u|r|
க|ொ|ல:்|ஹ|த:்|க|ர:்|	K|o|l|h:a|t|k:a|r|
க|ு|ட:்|ர|ி|ம|ு|க|்|	K|u|d|r|e|m|u|k|h|
ல|ா|க:ி:ர|ா|ன|்:ஜ:ெ|	L|a|G:r|a|n|g:e|
ல|ா|ஜ|்:வ:ா|ன|்|த:ி|	L|a|j|w:a|n|t|i|
ல|ா|க:்|க:ெ|வ|ா|ல|ி|	L|a|k|k:h:e|w|a|l|i|
ல|க:்|ஷ|்:ம|ி|த|ர:்|	L:a|k|s:h|m|i|d:h:a|r|
ல|ல|ி|த:்|ம|ோ:க|ன:்|	L:a|l|i|t|m|o|h:a:n|
ல|ா|ன:்:ச|ெ:ர:்|ஸ:்|	L|a|n:c|e:r|s|
ல|ங:்:க|ே|ஷ|்|வ|ர:்|	L:a|n:k|e|s|h|v:a|r|
ல|ா|ன|்:ஸ:ா|ர|ோ|த|ே|	L|a|n|z:a|r|o|t|e|
ல:ா|ட|ெ:ர:்|ட|ே|ல|்|	L:a:u|d|e:r|d|a|l|e|
ல:ி:ய|ோ|ன|ா|ர:்|ட:்|	L:e|o|n|a|r|d|
ல:ி:ய|ோ|ன|்:ட:ி|ன|்|	L:e|o|n|t:y|n|e|
ல|ி|ட:்:ட|ோ|ர|ி:ய:ோ|	L|i|t:t|o|r|i:o|
ல|ி|ச|ா|ண:்:ட|்:ர:ா|	L|y|s|a|n:d|r:a|
ம|ெ|க:்:க|ி|ன:்|ஸ:ி|	M|a|c:k|e|n|z:i:e|
ம|ெ|க:்:க|ெ:ன:்|ஸ:ி|	M|a|c:k|e:n|z:i:e|
ம|ா|க:்:க|ி|ன|ா|க:்|	M|a|c:k|i|n|a|c|
ம|த|ன|்:க:ோ|ப|ா|ல:்|	M:a|d:a|n|g:o|p|a|l|
ம|ா|க:்|ன|ா|ன|ி|ம|்|	M|a|g|n|a|n|i|m|e|
ம|ஹ|ா|ம|ந|்:த:்|ர:ி|	M:a|h:a|a|m:a|n|t|r:e:e|
ம|ஹ|ா|ல:க:்|ஷ:்:ம|ி|	M:a|h|a|l:a|x:m|i|
ம|ஹ|ே|ஷ:ி|ந|்|த:ர:்|	M:a|h|e|s:h:i|n|d|e:r|
ம:ெ:ய|ி|ன:்|ப|ூ|ர|ி|	M:a|i|n|p|u|r|i|
ம|ா|ல:்:ட|ீ|வ|்|ஸ:்|	M|a|l:d|i|v|e|s|
ம|ல:்|க|ன|்:க:ி|ர|ி|	M:a|l|k:a|n|g:i|r|i|
ம|ா|ல|்:ட:ெ|ஸ:்|ஸ:ே|	M|a|l|t:e|s|e|
ம|ங:்:க|ே|ஷ|்|க|ர:்|	M:a|n:g|e|s|h|k:a|r|
ம:ண|ி|க|ு|ண:்:ட|ல:ா|	M:a:n|i|k|u|n:t|a:l:a|
ம|ா|ர:்|த|ா|ங:்:க|ி|	m|a|r|d|a|n:g|i|
ம|ா|ர:்|ல:்|ப|ோ|ர|ோ|	M|a|r|l|b|o|r:o|u:g:h|
ம|ா|ர|்:ட:ா|ண:்:ட|ா|	M|a|r|t:a|n:d|a|
ம|ா|ர:்|ட:்:ட|ி|ன|ா|	M|a|r|t|i|n|a|
ம|ா|ர:்|ட:்:ட|ி|ன|்|	M|a|r|t|i|n|e|
ம|ெ|க|்:க:ு|ல:ோ|ஷ|்|	M|c|C|u|l:l:o|c|h|
ம|ெ:த:்|ன|ி|ப|ூ|ர:்|	M|e:d|n|i|p|u|r|
ம|ெ:ட:்|ஸ|ி|ப|ி|ஸ|்|	M|e:d|z:h|y|b|i|z|h|
ம|ெ|ஹ|ஃ:ப:்|ப:ி|ல:்|	M|e|h|f|i|l|
ம|ெ:ல:்|ப|ோ:ர|்:ன:்|	M|e:l|b|o:u:r|n:e|
ம|ெ:ன:்|ட|ோ|ச|ி|ன|ோ|	M|e:n|d|o|c|i|n|o|
ம|ெ:ர:்|ர|ி|ம|ா|க|்|	M|e:r|r|i|m|a|c|k|
ம|ை|க:்:க|ே|ல|ி|ன:்|	M|i|c:h|e|l|i|n|
ம|ி|ல:்|ல|ி|ம|ெ:ஸ:்|	m|i|l|l|i|m|e:s|
ம|ி|ல:்|வ|ா:வ:்|க|ி|	M|i|l|w|a:u|k|e:e|
ம|ி|ன:்|ஜ|ோ|ன|ெ:ட:்|	M|i|n|j|o|n|e:t|
ம|ி|ர:்|ச|ந:்:த|ன:ி|	M|i|r|c:h:a|n:d|a:n:i|
ம|ி|ஸ|ி|ஸ|ி|ப:்|ப|ி|	M|i|s:s|i|s:s|i|p|p|i|
ம|ா:ன:்|ட:ி:ர|ோ|ஸ|்|	M|o:n|t:r|o|s|e|
ம|ோ|ர:்|த|்:வ:ா|ஜ:்|	M|o|r|d:h|w:a|j|
ம|ொ|க:்:ஸ|ீ|ன|ோ|ஸ:்|	M|o|x|e|n|o|s|
ம:்:ர|க|ன:்|ய:ா|ன:ி|	M:r|a:g:a|n|a:y:a|n:e:e|
ம:்:ர|க:ே|ந:்:த|ர:்|	M:r|a:g:e|^:d|r|
ம:்:ர|ி|ன|ா|ல|ி|ன|ி|	M:r|i|n|a|l|i|n|i|
ம|ு|ட|ா|ப:்|ப|ி|ர:்|	m|u|d|a|b|b|i|r|
ம|ு|க:்:க|ா|ர:ா|ம:்|	M|u|k|a|r:r:a|m|
ம|ு|க:்|ட:்|ச|ா|ர:்|	M|u|k|t|s|a|r|
ம|ு|ல:்|க:்|ர|ா|ஜ:்|	M|u|l|k|r|a|j|
ம|ு|ன|்:க:ா|த|ி|ர:்|	M|u|n|k:a|d|i|r|
ம|ு|ண:்:ட|ா|ஸ|ீ|ர:்|	M|u|n:t|a|s|i|r|
ம|ு|க:்:க|ா:த|ா|ஸ:்|	M|u|q|a:d:d|a|s|
ம|ு|க:்|த|ா|ஸ|ி|த:்|	M|u|q|t|a|s|i|d|
ம|ு|ஸ|ா|த:ி|க:்:க|ா|	M|u|s|a|d:d:i|q|a:h|
ம|ு|ஸ:்:த|ா|ய:ீ|ன:ா|	M|u|s:t|a|':e:e|n:a:h|
ம|ு|த|ா|வ|ா|ச:ி|த:்|	M|u|t|a|w|a|s:s:i|t|
ம|ு|ஸ|ா|ஃ:ப:்|ப:ர:்|	M|u|z|a|f:f|a:r|
ம|ு|ஸ:்|ஸ|ா|ம|ி|ல:்|	M|u|z|z|a|m:m|i|l|
ந|ா|ர|ா|ய:ண|ந:ா|த:்|	N:a|a|r:a|a|y:a:n|a:n:a|a:t:h|
ந|ா|ச:்:ச|ி|க|ே|த:்|	N|a|c:h|i|k|e|t|
ந|ா|க|ே|ந:்:த|்:ர:ா|	N|a|g|e|n:d|r:a|
ந|ா|ம|ு|ம|்:க:ி|ன:்|	n|a|m|u|m|k:i|n|
ந|ா|ன|ோ|வ|ா|ல|ி:ய:ா|	N|a|n|o|w|a|l|i:a|
ந|ர:ா|க|ன|்:ச:ெ|ட|்|	N:a|r:r:a|g:a|n|s:e|t|t|
ந|ெ|ப|ி:ர:ா|ஸ:்:க|ா|	N|e|b|r:a|s:k|a|
ந:ி:ய|ூ|ர|ோ|க:ெ|ம:்|	N:e|u|r|o|c:h:e|m|
ந:ி:ய|ூ|ப|ெ:ர:்|ர|ி|	N:e|w|b|e:r|r|y|
ந:ி:ய|ூ|ஸ:்|ட|ை|ம|்|	N:e|w|s|T|i|m|e|
ந|ா:ர:்|ம|ா|ன:்|ட:ி|	N|o:r|m|a|n|d:i:e|
ந|ோ|வ|ா|ர|்:ட:ி|ஸ:்|	N|o|v|a|r|t:i|s|
ந|ு|ட:்|ஜ|ோ|ட|ி|ன:்|	N|u|t|z|o|t|i|n|
ஓ|ம|ா|ப:ி:ர|க:ா|ஷ:்|	O|m|a|p:r|a:k:a|a:s:h|
ஓ|ம:்|ஸ:்|வ|ர:ூ|ப:்|	O|m|s|w:a|r:o:o|p|
ப:ெ:ய|ி|ன:்|ல|ே|வ|்|	P:a|i|n|l|e|v|e|
ப|ா|ன|ா|ம|ி|ன:்|ட:்|	P|a|n|a|m|i|n|t|
ப|ர:்|ம|ி|ந|்|த:ர:்|	P:a|r|m|i|n|d|e:r|
ப:ெ|ந:்:த|ர:்|க|ர:்|	P:e:n|d|h:a:r|k:a|r|
ப|ெ:ட:்|ர|ோ|ந|ெ:ட:்|	P|e:t|r|o|n|e:t|
ஃ:ப|ி:ல|ா|ண:்|ட|ர:்|	P|h:i:l|a|n|d:e|r|
ப|ி|ல|ி|ப:்|ஹ|்|த:்|	P|i|l|i|b|h|i|t|
ப:ூ|ர|ண|ச|ி|ன:்|ஹ:்|	P:o:o|r:a|n:a|s|i|n|h|
ப|ோ|ட|ெ:ம:்|க|ி|ன:்|	P|o|t|e:m|k|i|n|
ப:ி:ர|ச|ன:்|ன:ா|த|ா|	P:r|a:s|a|n:n:a|t:a|a|
ப:ி:ர|ா|த|ி|த|ி|ன:்|	p:r|a|t|i|d|i|n|
ப:ி:ர|ா|த|ி|க|்:ய:ா|	P:r|a|t|i|g|y:a|
ப:ி:ர|ெ:ம:்|க|ா:ர:்|	P:r|e:m|c|o:r|
ப:ி:ர|ூ:ஸ|்:ஸ:ெ|ன:்|	P:r|e:u:s|s:e|n|
ப:்:ர|ோ|ஜ|ி|ய:ா|ன:்|	P:r|o|g|e|o|n|
ப:ி:ர|ோ|வ|ெ|ன|்:ஸ:்|	P:r|o|v|e|n|c:e|
ப:்|ச|ா|ல|்:ட:ெ|ர|ி|	p|s|a|l|t:e|r|y|
ப|ு|ர|ா|ஸ:்|க|ா|ர:்|	P|u|r|a|s|k:a|a|r|
ப:்:ய|ூ|ர|ி|ட:்|ட:ி|	p|u|r|i|t|y|
க:ு:ய|ி|ன:்:ட|ி|ன:்|	Q:u|e|n:t|i|n|
ர|ா|ஜ|ல|க:்|ஷ|்:ம|ி|	R:a|a|j:a|l:a|k|s:h|m|e:e|
ர|ா|ஜ|்:க:ு|ம|ா|ர:்|	R|a|j|k:u|m|a|r|
ர|ா|ஜ|்:க:ு|ம|ா|ர|ி|	R|a|j|k:u|m|a|r|i|
ர|ா|ம:்|ச|ந:்:த|ர:்|	R|a|m|c:h:a|n:d|r|
ர|ா|ம|்:க:ா|த:ி:ய|ா|	R|a|m|g:a|d:i|a|
ர|ா|ம|்:க:ி|ஷ|ோ|ர|்|	R|a|m|k:i|s:h|o|r|e|
ர|ா|ம|்:க:ு|ம|ா|ர:்|	R|a|m|k:u|m|a|r|
ர|ா|ம|ஸ:்|வ|ர:ூ|ப:்|	R|a|m|s|w:a|r:o:o|p|
ர|ா|ண:்:ட|ோ|ல|்:ப:்|	R|a|n:d|o|l|p:h|
ர|ா|ன|்:ட:ா|ல|்:ப:்|	R|a|n|d:o|l|p:h|
ர|த:்|ன|ா|ப|ர:்|க:ி|	R:a|t|n|a|p:a|r|k:h:i|
ர|ெ|ஜ:ி|ன:ா|ல:்|ட:்|	R|e|g:i:n|a|l|d|
ர|ெ|ங:்:க|ு|ஸ|ா|ர:்|	R|e|n:g|u|z|a|r|
ர|ெ:ன:்|வ|ி|ல|்:ல:ெ|	R|e:n|v|i|l|l:e|
ர|ே|க:்:வ|ி|ண:்:ட|ோ|	r|e|q:u|i|n:t|o|
ர|ே|ன|ா:ல:்|ட:்|ஸ:்|	R|e:y|n|o:l|d|s|
ர|ி|ச:்:ச|ா|ப|ா|ல:்|	R|i|c:h|a|p:a|a|l|
ர|ி|ச:்:ச|ெ|ல:ி|ய:ூ|	R|i|c:h|e|l:i:e|u|
ர|ி|த:்|த:ி|ம|ா|ன:்|	R|i|d|d:h:i|m|a|n|
ர|ி|த|ா|த|்|வ|ா|ஜ:்|	R|i|t|a|d|h|v|a|j|
ர:ா|க:்|ப|ோ|ர:்|ட:்|	R:o:c|k|f|o|r|d|
ச|ா|ஹ|ெ|ப|்:ஸ:ா|த|ே|	S|a|h|e|b|z:a|d|e|
ச|ா:ல|ப|த:்|ப|ு|ர|ா|	S:a|l:a:a|b:a|t|p|u|r|a|
ச|ா|ல|்:க:ி|ர|ா|ஹ:்|	S|a|l|g:i|r|a|h|
ச|ா|ர|்:ட:ெ|க:்|ன|ா|	S|a|r|d:e|g|n|a|
ச|ர|ஃ:ப:்|ப|ர|ோ|ஷ|்|	S:a|r|f|a|r|o|s|h|
ச|ர:்|ம|ி|ந|்|த:ர:்|	S:a|r|m|i|n|d|e:r|
ஸ:்:க|்:ர:ா|ட:்|ஸ:்|	S:c|r:o|t|s|
ச|ெ:ல:்|க|ி|ர:்|க:்|	S|e:l|k|i|r|k|
ச|ெ:ப:்|ட|ம:்|ப|ர:்|	S|e:p|t:e|m|b:e|r|
ஷ:ா|ர|ா|ஃ:ப:்|ப:த:்|	S:h:a|r|a|f|a:t|
ஷ:ெ|ஹ:்|ர|ி|ய|ா|ர:்|	S:h:e|h|r|y|a|a|r|
ஷ:ெ|ன|ா|ன:்:ட|ோ|ஹ|்|	S:h:e|n|a|n:d|o|a|h|
ஷ|ி:க:ா|ர|்:ப:ு|ர|ி|	S:h|i:k|a:r|p:u|r|i|
ஷ:ி|ஷ:ி|ர|ா:ந:்|த:்|	S:h:i|s:h:i|r:a|a:n|t|
ஷ:ி|வ|ப:ி|ர|த|ா|ப:்|	S:h:i|v:a|p|r:a|t:a|a|p|
ஸ|்|ர:ீ|க:ி:ர|ஷ|ண:்|	S|h|r:e:e|k:r|a:s:h|n|
ஸ:்|ர:ீ|ந|ி|வ|ா:ஸ:்|	S|h:r:i|n|i|v:a|s|
ஸ:்|ர:ீ|ர|ஞ:்:ச|ன:்|	S|h:r:i|r:a:n|j:a|n|
ச|ன:்|ப|ன|ா|ஷ:ி|ன:ீ|	S:h:u|n|b:h:a|n:a|a|s:h:i|n:e:e|
ஷ|ி|ய:ா|ம|ா|ங:்:க|ி|	S:h|y|a|m|a|n:g|i|
ச|ி|த:்|த|ா|த:ே|க:்|	S|i|d|d|h|a:t:e|k|
ச|ி|த:்:த|ா|ர:்|த|்|	S|i|d:h|h:a|r|d|h|
ச|ி|ம:்|ம|ா:ன:்|ட:்|	S|i|m|m|o:n|d|
ஸ:்:க|ா|ன:்|ஸ:்:க|ா|	S:k|a|n|s:k|a|
ஸ:்|ல|ெ:ட:்|ட|ி|ங|்|	s|l|e:d|d|i|n|g|
ச|ோ|ல:்|ஸ:்:ட|ை|ஸ|்|	s|o|l|s:t|i|c|e|
ச|ோ|ம|ே|ந:்:த|ி:ர:ா|	S|o|m|e|n:d|r:a|
ச|ோ|ங:்:க|ா|த:்|ர|ா|	S|o|n:g|a|d|r|a|
ச:ூ|ர:்|ய|வ|ன:்|ஷ|்|	S:o:o|r|y:a|v:a|n|s|h|
ஸ:்|ப:ி:ர|ி|ண:்|ட:்|	S|p:r|i|n|t|
ஸ:்|ப:்|ர|ி|ண:்|ட:்|	S|p|r|i|n|t|
ஸ:்|ர|ீ|ர|ங:்|க|ம:்|	S|r|i|r:a|n|g:a|m|
ஸ:்:ட|ெ:ர:்|ல|ை|ட|்|	S:t|e:r|l|i|t|e|
ஸ:்:ட|ொ|ட|ி|ன|்:க:ி|	s:t|o|t|i|n|k:i|
ச|ு:ந:்|த|ர:்:க|ர:்|	S|u:n|d:a|r:g|a:r:h|
ச|ு|ர:்|க:ி|ய:ா|ன:்|	S|u|r|k:h:i|y:a:a|n|
ச:த|ர:்|ல|ா|ண:்|ட:்|	S:u:t|h:e:r|l|a|n|d|
ச|ு|வ|ர:்|ச:்:ச|ல|ா|	S|u|v:a|r|c:h|a:l:a|a|
ச|ி|ன:்|க:ி:ள|ை|ர:்|	S|y|n|c:l|a:i|r|
த|ல|்:வ:ா|ர:்|க|ர:்|	T:a|l|w:a|r|k:a|r|
த|ன:்|க|ன:்|ய|ி|க|ா|	T:a|n|g:a|n|y|i|k|a|
ட|ா|ன:்|ச|ா|ன|ி:ய:ா|	T|a|n|z|a|n|i:a|
த|ா|ன:்|ஸ|ே|ன|ி:ய:ா|	T|a|n|z|a|n|i:a|
த|ா|ர|க:ே|ஷ|்:வ|ர:ி|	T|a|r|a:k:e|s:h|w|a:r:i|
த|ி:ய:ோ|ஃ:ப|ி|ல|ஸ:்|	T:h|e:o|p|h:i|l:u|s|
த:ெ|ர:்|ம:ே:க|்:ஸ:்|	T:h:e|r|m:a|x|
ட|ி|க:்:ட|ோ|ர|ி:ய:ா|	T|i|c:t|o|r|i:a|
ட|ி|ம:்|ப|ா|ல|்|ஸ:்|	t|i|m|b|a|l|e|s|
த|ி|ர|ு|ச:்:ச|ே|ர:ை|	T|i|r|u|c:h|e|r:a:i|
ட|ை:ட|்:ட:ா|ன|ி|க:்|	T|i|t:a|n|i|c|
ட|ி|ட:்:ட|ி|க|ா|க|ா|	T|i|t|i|c|a|c|a|
ட|்:ர:ெ|ம|ெ:ய:்|ன:்|	T|r:e|m:a|i|n|
ட:்|ர:ய|த|்:ல|ா:ன:்|	t|r:i:a|t:h|l|o:n|
ட:ி:ர|ி|ன:்:க|ு|ல|ோ|	T:r|i|n:c|u|l|o|
ட:ி:ர|ி|ஷ|ா:ங:்|ன|ி|	T:r|i|s:h|a:g|n|i|
ட:்:ர|ி|ஸ:்:ட|ா|ன|ா|	T:r|i|s:t|a|n|a|
ட:ி:ர|ி|ய|ா|த:்|ர|ி|	T:r|i|y|a|t|r|i|
ட:்|ர|ோ:ம|ி|ட:்:ட|ா|	t|r|o:m:b|i|t|a|
த|ு:ள:்|ச|ி|த|ா:ஸ:்|	T|u:l|s|i|d:a|s|
உ|த:ய|்|ச|ங:்|க|ர:்|	U|d:a:y|s:h|a|n|k:a|r|
வ:ை|க:்|ர|ா:ந:்|த:்|	V:a:i|k|r:a|a:n|t|
வ|ா|ன:்|க|ா|ர:்|ட:்|	V|a|n|g:u|a|r|d|
வ|ா|ச|ு|த|ே|வ:்|ய:ா|	V|a|s|u|d|e|v|y:a:a|
வ|ெ|ர|்:ம:ா|ண:்|ட:்|	V|e|r|m:o|n|t|
வ|ீ|ட|ி:ய:ோ|க|ா:ன:்|	V|i|d|e:o|c|o:n|
வ|ி|த:்|ர|ு|ம|ல|த|ா|	V|i|d|r|u|m:a|l:a|t:a|a|
வ|ி|ஜ|ே|ந:்:த|ி:ர:ா|	V|i|j|e|n:d|r:a|
வ|ி|க:்|ல|ா:ந:்|த:்|	V|i|k|l:a|a:n|t|
வ|ி|க:்|ர|ா|ன:்|த:்|	V|i|k|r|a|n|t|
வ|ி|ல:்|ம|ா|ர|ி|ஸ:்|	V|i|l|m|a|r|i|s|
வ|ி|ஷ|்|ண|ு|ப|ா|த:்|	V|i|s|h|n|u|p|a|d|
வ|ி|ஷ|்:வ|ா|த:்|ம|ா|	V|i|s:h|v|a:a|t|m:a|a|
வ|ா|ல|்:ட:ை|ய:்|ர|்|	V|o|l|t:a|i|r|e|
வ:ி|ர|க:்|ஷ|ர|ா|ஜ:்|	V|r:a|k|s:h:a|r:a|a|j|
வ|ா|ஃ:ப:்|ப:த|ா|ர:்|	W|a|f|a:d:a|a|r|
வ|ா|ல:்|க:ி:ர|ீ|ன:்|	W|a|l|g:r|e:e|n|
வ|ா|ல|்|ப|ே|ங:்|க:்|	W|a|l|l|b|a|n|k|
வ|ா|ர:்|ன|ி:க|்:ஸ:்|	W|a|r|n|i|x|
வ:ே|ர:்|ல:்|ப|ூ|ல:்|	w:h:i|r|l|p|o:o|l|
வ|ி|ம:்|ப|ா:ர:்|ன:்|	W|i|m|b|o:r|n|
வ|ி|ன|்:த:்|ர|ோ|ப:்|	W|i|n|t:h|r|o|p|
வ:ோ|க:்|ஹ|ா|ர:்|ட|்|	W:o:c|k|h|a|r|d|t|
ர:ெ|ஸ:்|ட:்|ல|ி|ங|்|	w:r:e|s|t|l|i|n|g|
ய|ா|ம|ா|க|ு|ச:்:ச|ி|	Y|a|m|a|g|u|c:h|i|
ய|ு|த:ி|ஷ|்|த|ி|ர:்|	Y|u|d:h:i|s:h|t|h|i|r|
ய|ு|த:ி|ஷ|்|த|ி|ர:்|	Y|u|d:h:i|s|t|h|i|r|
ஜ|ி|ம:்|ப|ா|ப:்|வ|ே|	Z|i|m|b|a|b|w|e|
ஸ|ி|ம:்|ம|ே|த:ா|ர:்|	Z|i|m|m|e|d:a:a|r|
ப|ி|ஸ|்|ம|ி|ல:்|ல:ா|	B|i|s|h|m|i|l|l:a:h|
ப|ர:்|க|த:்|	B:a|r|k:a|t|
ர|ு|க:்:க|ி:ய:ா|ர|ோ|	R|u|g:g|i:e|r|o|
ல:ா|ர|ி:ய:ா|	L:a:u|r|i:a|
க|ா|ப:்|ர|ி:ய:ோ|	C|a|p|r|i:o|
ப:ி:ர|ி|ன:்:ச|ி|ப|ி|	P:r|i|n:c|i|p|e|
க:ா|ர:ி|க:்|ன|ா|ன|ோ|	C|a:r:i|g|n|a|n|o|
இ|ன:்|ட|ர:்|ப|ி|ட:்|	I|n|t:e|r|p|i|d|
ச:ீ|-|ஏ|ர:்|-|ஸ:்|ப|ே:ஸ:்|	S:e:a|-|A:i|r|-|S|p:a|c:e|
ப:ி:ர|ி|ன:்|ச:ெ|ஸ:்|	P:r|i|n|c:e:s|s|
க|ு|ர|ு|த:்|வ|ா|ர|ா|	G|u|r|u|d|w|a|r|a|
க|வ:ு|	g:a:o|o|
ஸ:்|ட:ி:ர|ெ:ய:ி|ட:்|	S|t:r|a:i|t|
ட|ோ:வ|ர:்|	D|o:v:e|r|
ப:ி:ர|ெ|ஸ|ி|ட|ி:ய:ோ|	P:r|e|s|i|d|i:o|
ச|ன:்:ட|ா|	S:a|n:t|a|
ப:ட|ீ|	B:a:d|i|
ம|ெ|க|ா|ல|ன:்|	M|a|g|e|l:l:a|n|
ச|ி|ட:்:ட|ா|ட|ெ|ல:்|	C|i|t|a|d|e|l:l:e|
ஒ:ட:்|ர|ா|ன:்:ட|ோ|	O:t|r|a|n:t|o|
க|ா|ண:்:ட|ோ|ல|ீ|ச:ா|	C|o|n:d|o|l|e|e:z:a|
ட|ு|ம|்:ம:ெ|ர|்:ஸ:்|	D|u|m|m:e|r|':s|
க|ு|ர:்|ஷ:ா|ர|ா|ன:்|	G|u|r|s:h:a|r|a|n|
க|ி:ய:ோ|ல|ா|ட|ி:ய:ோ|	K|e:o|l|a|d|e:o|
க:ா|ன|ா|	G:h:a|n|a|
ம|ே:ட:்|ர:ி:க|்:ஸ:்|	m|a:t|r:i|x|
ல|ே:ப:்|	l|a:b|
ம|ெ|ங|்|ம|ு:வ:ா|ங:்|	M|e|n|g|k|u|a:n:g|
த|ு|ங:்|க|ப|த:்|ர|ா|	T|u|n|g:a|b:h:a|d|r|a|
வ|ெ|ங:்|க|ட|ா|ப|த:ி|	V|e|n|k:a|t|a|p:a|t:h:y|
ர|ா|ஜ|ூ|	R|a|j|u|
வ|ே|ன|ு|க|ோ|ப|ா|ல:்|	V|e|n|u|g|o|p|a|l|
ர|ா|வ:்|	R|a|o|
ர:ீ|ல:்|	r:e:e|l|
வ|ா|ர:்:க|ி|ட:்:ட|ா|	W|a|r:g|i|t|a|
ம|ி|ன|ா|	M|i|n|a|
ச|ோ|த:்|	c:h:h|o|d|
த|ி|	d|i|
வ:ட|ா|ல|ி|	W:a:d|a|l|i|
ல|ா|ஹ|ோ|ர|்|	L|a|h|o|r|e|
த|ா|த|ா|	d|a|t|a|
ப|ண:்:ட|ி|	B:a|n:d|i|
ச:ா:ஹ|ி|ப|்|	c:h|h|o|d|
இ:ம|ல|ி|	i:m:a|l|i|
ச:ா:ஹ|ி|ப:்|	S:h|i|b|
ஜ|ோ|ட|ா|	J|o|d|a|
ம|ா|ல:்|	M:a|a|l|
ட|ே|க:்|ர|ி|	T|e|k|r|i|
ர|ா|ட:ா|	R|A|A:D:A|
க|ு|ஜ:்|ர|ி|	G|u|j|r|i|
ஜ|ீ|	J|i|
க:ௌ|ல|ா|ன:்|	K:a:u|l|a|n|
அ|ஷ|்:ர:ா|ஃ:ப:்|ப:ி|	A|s:h|r:a|f|i|
ம|ி|ய|ா|	M|i|y|a|
க|ி|ச|ோ|ச|ா|	K|i|c:h|o|c:h|a|
ஷ:ா|ர|ி|ஃ:ப:்|	S:h:a|r|i|f|
ம|ா|ட:்|ல:ி:ய|ே|ன|ா|	M|a|d|l:i|e|n|a|
ப:்:ர|ே|ம|்:ந:ா|த|்|	P:r|e|m|n:a|t|h|
ப:்|ர:ீ|ஸ:்|ட:்|ல:ி|	P|r:i:e|s|t|l:e:y|
ர|ஃ:ப:்|ப:ி:க|ு|ல:்|	R:a|f|i:q|u|l|
ப|க:்|ட:்|	B|a:k:h|t|
க|ா|	K:a|a|
ட|ீ|ல|ா|	T|i|l|a|
க|த:்:த|ீ|ட:்|ர|ல:்|	C:a|t:h|e|d|r:a|l|
க|ன|ா|ன:்|	C|o|n|n:o:n|
ம|ு|ம:்|ப|ை|	M|u|m|b|a:i|
த|ோ|ப|ர|ி|	D:h|o|b:a|r|i|
க|ந:்:த|்|	K:a|n:d|h|
ட:ண|்|ட|ா|	T:h:a|n|d|a|
ப|ு|ர:்|ஜ:்|	B|u|r|j|
ஸ:்:க|ா:ட:்|ட|ி|ஷ|்|	S:c|o:t|t|i|s|h|
க|ல:்|க|ட:்:ட|ா|	C:a|l|c:u|t:t|a|
ஃ:ப:்|ப:ி|ஷ|்|ஷ:ர:்|	F|i|s|h|e:r|
ல|ா|ன|வ:்|	L|a|n:a|u|
ம|ா|ர:்|ச|ா|ப|ி|ட:்|	M|a|r|s|a|b|i|t|
ஸ:்:ட|ே:ன:்|ன|்|ர:்|	S:t|e:i|n|e|r|
ல|ீ:ஷ|ர:்|	l|e:i:s|u:r:e|
அ|ஸ|ீ|ம:்|க|ஞ:்:ச|்|	A|z|i|m|g:a|n|j|
ப|ர:்|த:்|த|ம|ா|ன:்|	B:a|r|d|d:h:a|m|a|n|
ப|ா|ர:்|ஹ|ா|ர|்:வ:ா|	B|a|r|h|a|r|w:a|
ப|ெ:ல:்|ப|ா|ஸ:்|ட:்|	B|e:l|f|a|s|t|
