ஆ|	A:a|
ஆ:ஃ|ப:்|	O|f|
க|ா|ம|ர|்:ஸ:்|	C|o|m|m:e:r|c:e|
ஆ|ர|ி|ஜ:ி:ன|்|	O|r|i|g:i|n|
அ:க:்|ர|ி|ட|ெ|க|்|	A:g|r|i|t|e|c|h|
ல|ி|ம|ி|ட|ெ|ட:்|	L|i|m|i|t|e|d|
ஆ|ர|ி|ஜ:ி|ஸ:்|	O|r|i|g:i:n|s|
அ|வ|ா:ர:்|ட:்|	A|w|a:r|d|
ஒ|ர|ி|ன|ோ|க|ோ|	O|r|i|n|o|c|o|
ஓ|ர|ி|ன|ோ|க|ோ|	O|r|i|n|o|c|o|
ஓ|ர|ி|ஸ|்:க|ா|ன|ி|	O|r|i|s|k|a|n|y|
ஆ|ர:்:ம|ு|ல|ா|	O|r:m|u|l|a|
ச|ி|ஸ:்|ட|ம:்|ஸ:்|	S|y|s|t:e|m|s|
ஓ:ர|ி|க|்|	O:r:r|i|c|k|
ஓ:ர|ி:ன:்|	O:r:r|i:n|
ஆ|ர|்:ச:ன|்|	O|r|s:o|n|
வ|ே|ல|்|ஸ:்|	W|a|l|e|s|
ஆ:ர:்|ட:ீ|க:்|	O:r|t:e:i|g|
ப:்:ர|ை|ஸ|்|	P:r|i|z|e|
ஒ|ச|ா|க:்:க|ா|	O|s|a|k|a|
ஒ|ச|ா|க|ா|	O|s|a|k|a|
வ|ே|ர|்:ல:்|ட:்|	W|o|r|l|d|
ட:ி:ர|ே|ட|்|	T:r|a|d|e|
ச|ெ:ன:்|ட|ர:்|	C|e:n|t:e|r|
ஓ|ச:ை|ஸ:்|	O|s:i:a|s|
ஓ|ச|ி|ம|ா:ம:்|	O|s|i|m|a:m|
ஓ|ஸ|்:ம|ி|ய:ம:்|	O|s|m|i|u:m|
ஓ|ஸ|்:ம:ந|்|த:்|	O|s|m:o|n|d|
ஆ|ஸ|்:ப:்|ர:ே|	O|s|p|r:e:y|
ஓ|ஸ|்:ஸ|ா|ம|ா|	O|s|s|a|m|a|
ஓ|ஸ|்:ட|ி:ர:ா|ஹ:்|	O|s|t|r:o|h|
ஒ|ட|ா|க|ோ|	O|t|a|g|o|
ய:ூ:ன|ி|வ:ர|்:ச|ி:ட|்:ட:ி|	U:n|i|v:e:r|s|i|t:y|
ஓ:ட:்|ட|ோ|	O:t|t|o|
க|ு:ர|ூ|ப:்|	G|r|o:u|p|
ஔ|ட:்|	O:u|d|
ஓ|வ|ா|	O|v|a|
ஓ|வ|ை|ஸ:்|	O|w|a:i|s|
ஓ|வ|ை|ஸ:்|	O|w|a:i|s|
ஷ|ா|	S:h|a:h|
ஓ|வ|ா|ர|ி|	O|w|a|r|i|
ஓ:வ|ன:்|	O:w:e|n|
ஸ:்:ட|ா|ன:்|ல:ி|	S:t|a|n|l:e:y|
ஆ|க:்:ஸ|ஃ:ப:ோ|ர:்|ட:்|	O|x|f:o|r|d|
ப|்:ர|ூ:க|்|ஸ:்|	B|r|o:o:k|e|s|
ய:ூ:ன|ி|வ:ர|்:ச|ி:ட|்:ட:ி|	U:n|i|v:e:r|s|i|t:y|
ஓ:ச|ா:ஃ|ப:்|ப:ர:்|	O:z:a|a|f|a:r|
ஓ:ஸ|ா:ர:்|	O:z:h|a:r|
அ:வ:்|க:ா|ர:்|	O:^|k:a:a|r|
ப:ி|ய:ோ:ங|்|க:ி:ய|ா|ங|்|	P|':y|o:n|g:y|a|n|g|
ப|ா|க|ே|	P:a|a|g|e|
ப|ா|ன:்:ச|்|	P:a|a|n:c|h|
த|ு:ஷ|்:ம|ன|்|	D|u:s:h|m|a|n|
ப|ா|ன:்:ச|்|	P:a|a|n:c|h|
ஃ:ப:்|ப:ெ:ள|ல|ா|ட|ி|	F|a:u|l|a|d|i|
ப|ா|ன:்:ச|்|	P:a|a|n:c|h|
ப|ா|ப|ி|	P:a|a|p|i|
ப|ா|ன:்:ச|்|	P:a|a|n:c|h|
ர|ா|த|ன:்|	R|a|t:a|n|
ப|ா|ப|ி|	P:a|a|p|i|
ச:ன|்:ஸ|ா:ர:்|	S:a:n|s|a:r|
ப|ா|ர|ஸ:்|	P|a|a:r:a|s|
ப|ா|ர|ி:ஜ|ா|த:்|	P:a|a|r|i:j:a|a|t|
ப|ா|வ|்:க|ி|	P:a|a|v|g|i|
ப:ஸ|ி:ஃ:ப|ி:க:்|	P:a:c|i:f|i:c|
இ:ன:்|ட:ர|்:ந:ெ|ட:்|	I:n|t:e:r|n:e|t|
ல|ி|ம|ி|ட|ெ|ட:்|	L|i|m|i|t|e|d|
ப:ஸ|ி:ஃ:ப|ி:க:்|	P:a:c|i:f|i:c|
ர|ி:ம:்|	R|i:m|
ப|த:்|ம|	P:a|d|m:a|
ப|ூ|ஷ|ன:்|	B:h|u|s:h:a|n|
ப|த:்|ம|	P:a|d|m:a|
ஸ|்|ர|ீ|	S|h|r|i|
ப|த:்|ம|	P:a|d|m:a|
வ|ி|ப:ூ|ஷ|ன:்|	V|i|b:h:u|s:h:a|n|
ப|த:்|ம:ஜ|ா|	P:a|d|m:a:j|a|
ப|த:்|ம|ல:்|	P:a|d|m:a|l|
ப|த|்:ம|ா|ல:ய|ா|	P|a:d|m|a|l:a:y|a|
ப|த|்:ம|ா|ல:ய|ா|	P|a:d|m|a|l:a:y|a|
ட|ெ|ல|ி|	T|e|l|e|
ப|த:்|ம|ன:்|	P:a|d|m:a|n|
ப|த:்|ம:ப|த:ி|	P:a|d|m:a:p|a:t:i|
ப|த:்|ம:ர|த:்|	P:a|d|m:a:r|a:t:h|
ப:ட|ோ:ச|ன:்|	P:a:d|o:s:a|n|
ப:ட|ோ|ச|ி|	P:a:d|o|s|i|
ப|ா|க:்:ல|ி|	P|a|g:l|i|
ப:ஹ|ெ|ல|ி|	P:a:h|e|l|i|
ப:ஹ|ல|ா|	P:a:h|l|a|
ப:ி|ய|ா:ர:்|	P|y|a:r|
ப|ா|ஹ|ு|	P|a|h|u|
ப|ஹ:ு|ன:்|ச|ெ|	P|a:h:u|n|c:h|e|
ஹ:ூ:ய|ே|	H:u|e|
ல|ா:க:்|	L|o:g|
ப|ை|க|ா:ம:்|	P|a:i|g:h:a|a:m|
ப|ெ:ய:ி|ன:்:ல|ே|வ|்|	P|a:i|n:l|e|v|e|
ப|ெ:ய:ி|ண:்|ட|ர:்|	P|a:i|n|t:e|r|
ப|ா|ப|ு|	B|a|b|u|
ப|ை:ச|ெ|	P|a:i:s|e|
க|ி|	K|i|
க|ு|ட|ி|ய|ா|	G|u|d|i|y|a|
ப:க|ே:வ|ா|ல:்|	P:a:k|h:e:w|a|l|
ப:க|்:க|ோ:க|ே|	P:a:k|k|h:o:k|e|
ப|ா|ல:்|	P|a|l|
த|ோ|	D|o|
ப|ா|ல:்|	P|a|l|
க|ா|	K|a|
ஸ|ா|த|்|	S|a|t|h|
ப|ே|ல:ஸ|்|	P|a|l:a:c|e|
ம:ி:ய|ூ:ஸ:ி|ய:ம:்|	M:u|s:e|u:m|
ப|ா|ல|ா:ற:ு|	P|a|l|a:r|
ப|ொ:ற|ண:்|ட:ல|ா:ற:ு|	P|o:r:a|n|d:a:l|a:r|
ர|ி:ச|ர:்|வ|ா:ய:ர|்|	R|e:s:e|r|v|o:i|r|
ப:ல|ா|ஷ|்|	P:a:l|a|s|h|
ப:ல|ே:க|ர:்|	P:a:l|e:k:a|r|
ப|ா|ல:ே|	P|a|l:e:y|
க|ா|ந:-|	K:h|a|n|
ப|ா|ல|ி|	P|a|l|i|
ப|ா|ல|்:க:்|	P|a|l|k|
ப|ா|ல:்:க|ி|	P|a|l:k|i|
ப|ா|ல:்:க|ோ:ன:்|	P|a|l:k|o:n|
க|ி|	K|i|
ச|ா:ஹ|ா|ன|்|	C:h|h|a|o|n|
ம|ே|ன:்|	M|e:i|n|
ப|ல:்|ல|வ|ி|	P:a|l|l:a|v|i|
ப|ல:்|ல|வ|ி|ன|ி|	P:a|l|l:a|v|i|n|i|
ப:ா|ம:்|	P:a:l|m|
ஸ:்:ப|ி:ர|ி:ங|்:ஸ:்|	S:p|r|i:n:g|s|
ப:ம|ீ|ல|ி:ய|ா|	P:a:m|e|l|i|a|
ப|ா|ம|ி:ர:்|	P|a|m|i:r|
ப:ம|்:ப|ோ|ஷ|்|	P:a:m|p|o|s|h|
ப|ா|ன:்|	P|a|n|
அ|ம|ெ|ர|ி|க:்:க|ன:்|	A|m|e|r|i|c:a|n|
ச|ி|ல:்|வ|ர:்|	S|i|l|v:e|r|
ப:ன|ா|ம|ி|ன|்:ட:்|	P:a:n|a|m|i|n|t|
ப|ா|ன|ா|ம|ி|ன|்:ட:்|	P|a|n|a|m|i|n|t|
ப:ண|்:ட|ர|ி|	P:a:n|d:h:a|r|i|
ப|ண:்:ட|ி:ட:்|	P:a|n:d|i:t|
அ:வ:ு|ர:்|	A:u|r|
ப|த|ா|ன:்|	P|a:t:h|a|n|
ப:ன|ே:ச|ர:்|	P:a:n|e:s:a|r|
ப|ா|ன|்:ஹ|ா|ல|ா|	P|a|n|h|a|l|a|
ப:ன|ி|ன|ி|	P:a:n|i|n|i|
ப:ண|ி:த:்|ர|	P:a:n|i:t|r|
ப|ங|்|க|ஜ:்|	P|a|n|k:a|j|
ப|ங|்|க|ஜ:்|	P|a|n|k:a|j|
த|ர:்:ம|ா|ன|ி|	D:h:a|r:m|a|n|i|
ப:ன|்:ன|ா|ல|ா|ல:்|	P:a:n|n|a|l|a|l|
க:ோ|ஷ|்|	G:h:o|s|h|
ப:ன|்:ன|ா|ல|ா|ல:்|	P:a:n|n|a|l|a|l|
ப|ட:்:ட|ே|ல:்|	P:a|t|e|l|
ப:ன|்:ன:ு|	P:a:n|n:u|
ப|ா:ண:்|ட:ல|ா|ல:்|	P|a:n|t:a:n|a|l|
ம|ட:்:ட|க:்|ர|ோ:ச|ெ|ன|்:ஸ|்|	M:a|t:o|g|r|o:s:s|e|n|s|e|
ப|ா:வ:ோ|ல|ா|	P|a:o|l|a|
ப|ா:வ:ோ|ல|ா|	P|a:o|l|o|
ப|ே|ப:்|ப:ர:்|	P|a|p|e:r|
ப|்:ர:ா|ட:க|்:ட:்|ஸ:்|	P|r:o|d:u:c|t|s|
ப:ப|ு:வ|ா|	P:a:p|u|a|
ந|ி:ய:ூ|	N|e:w|
க|ி|ன|ி:ய|ா|	G:u|i|n|e|a|
ப:ர|ா|ஸ:்|	P:a:r|a:a|s|
ப:ர|ா|க:்|	P:a:r|a|g|
ப|ர:்:ர|க|்|	P:a|r|a:k|h|
ப:ர|ா|க:்|ர|ம:்|	P:a:r|a|k|r:a|m|
ப|ர|ம:்|	P|a:r:a|m|
த|ர|ம:்|	D:h|a:r:a|m|
ப:ர|ம:ா|ன:ந|்:த:்|	P:a:r|a:m:a|n:a:n|d|
ப:ர|ம:ா|ர|்:த:்|	P:a:r|a:m:a|r|t:h|
ப|ர:ம|்:ஜ|ீ|த:்|	P:a|r:a:m|j|e:e|t|
ப:ர|ா|ன|ா|	P:a:r|a|n|a|
ப:ர|ஞ:்|ப:ே|	P:a:r|a:n:j|a:p:e|
ப|ா|ர|ஸ:்|	P|a|r:a|s|
ப|ா|ர:ஸ|்:ம|ண:ி|	P|a|r:a:s|m|a:n:i|
ப|ா|ர:ஸ|்:ம|ன|ி|	P|a|r:a:s|m|a:n|i|
ப:ர|ா|ய|ெ|	P:a:r|a|y|e|
ப|ஸ:்|	B:a|s|
ம|ே|ன:்|	M|e:i|n|
ப:ர|்:த|ா|	P:a:r|d|a|
ப:ர|்:த|ே|ச|ி|	P:a:r|d|e|s|i|
ப:ர|்:த|ே|ஸ|ி|	P:a:r|d|e|s|i|
ப:ர|்:த|ே|ஸ|ி|	P:a:r|d|e|s|i|
ச|ை|ய|ா|ன:்|	S|a:i|y:a|a|n|
ப:ர|ி|	P:a:r|i|
ப:ர|ி|ச|ய:்|	P:a:r|i|c:h:a|y|
ப:ர|ி|க|ு|ட|ி:ன:்|	P:a:r|i|c|u|t|i:n|
ப:ர|ி:ஹ|ன:்|	P:a:r|i:h:a|n|
ப:ர|ி|ஹ|ா:ர:்|	P:a:r|i|h|a:r|
ப|ா|ர|ி|ஜ|ா|த:்|	P|a|r|i|j|a|t|
ப:ர|ி:ம|ல:்|	P:a:r|i:m:a|l|
ப:ர|ி|ன|ய:்|	P:a:r|i|n:a|y|
ப|ா|ர|ீ|ஸ:்|	P|a|r|i|s|
ஓ|ர:்:ல|ி|	O|r:l|y|
ப|ா|ர|்:க:்|	P|a|r|k|
ப:ி|ள|ே|ஸ|்|	P|l|a|c|e|
ப|ே|ப:்:ட|ி|ஸ|்:ட:்|	B|a|p:t|i|s|t|
ப|ா|ர|்:க:ெ|ர:்|	P|a|r|k:e|r|
ப|ா|ர:்:ம|ா|	P|a|r:m|a|
ம:ி|ஷ|ன:ர|ி|	M:i:s|s:i:o|n:a:r|y|
ப|ே|ப:்:ட|ி|ஸ|்:ட:்|	B|a|p:t|i|s|t|
ப:ர|்:ம|ி|ந:்:த|ர|்|	P:a:r|m|i|n:d|e|r|
ப:ர|்:ண:ி|	P:a:r|n:i|
ப:ர|ோ|ம|ா|	P:a:r|o|m|a|
ப|ா|ர|்:த:்|	P|a|r|t:h|
ப:ர|்:த:்|	P:a:r|t:h|
க|ு|ம|ா:ர:்|	K|u|m|a:r|
ப|ா:ர:்|த|்:த:ச|ா|ர|த|ி|	P|a:r|t:h|a:s|a|r|a:t:h|i|
ப|ா|ர|்:ட|்|ன|ர:்|	P|a|r|t|n|e|r|
ப|ா|ர|்:ட|்|ன|ர:்|	P|a|r|t|n|e|r|
க:ம|்:ய:ூ|ன|ி|க:்:க|ே:ஷ|ன:்|ஸ:்|	C:o:m|m:u|n|i|c:a|t:i:o|n|s|
க:ம|்:ப|ெ|ன|ி|	C:o:m|p|a|n|y|
ப|ா:ர:்|வ:த|ி|	P|a:r|v:a:t|i|
ப|ா:ர:்|வ:த|ி|ந|ந|்|த:ன:்|	P|a:r|v:a:t|i|n|a:n|d|a:n|
ப:ர|்:வ|ீ|ன:்|	P:a:r|v|e:e|n|
ப:ர|்:வ:ி|ன:்|	P:a:r|v:i|n|
ப|ா|ஸ|்|க:ல:்|	P|a|s|c|a:l|
ப:த|ங:்|	P:a:t|a:n:g|
ப:த|ங|்:க|ா|	P:a:t|a:n|g|a|
ப|ே|ட|்:ச:்|	P|a|t|c:h|
ப:த|க:்|	P:a:t|h:a:k|
ப:த|்|த:ன|ம:்|த|ி|ட|்:ட|ா|	P:a:t|h|a:n:a|m|t:h|i|t|t|a|
ப|த|ி|க:்|ர|ி:த:்|	P|a:t:h|i|k|r|i:t|
ப|ா:த|ோ|ல|ஜ:ி|	P|a:t:h|o|l|o:g:y|
ப:த|ி|	P:a:t|i|
ப:ர|்:ம|ே|ஷ|்|வ|ர:்|	P:a:r|m|e|s|h|w:a|r|
ப:த|ி|	P:a:t|i|
ப|ா|வ|ன:்|	P|a|w:a|n|
ப:த|ி|	P:a:t|i|
ச|ே|வ|ா|	S|e|v|a|
ப|ா|ட:்:ட|ி|ல:்|	P|a|t|i|l|
ப:த|்:க|ி|	P:a:t|k|i|
ப|த:்|ம|ஞ:்:ச|ர|ி|	P:a|t|m:a|n:j|a:r|i|
ப|ா|ட|்:ன|ா|	P|a|t|n|a|
ப|ே:ட:்|ர|ி|க|்|	P|a:t|r|i|c|k|
ஸ:்:ட|ூ:வ|ர|்:ட:்|	S:t|e:w:a|r|t|
ப|ே:ட:்|ட:ர|்:ச:ன|்|	P|a:t|t:e:r|s:o|n|
த:ா|ம:்|ச:ன|்|	T:h:o|m|p:s:o|n|
ப:த|்:த|ர:்|	P:a:t|t:h:a|r|
ப:த|்:த|ர:்|	P:a:t|t:h:a|r|
அ:வ:ு|ர:்|	A:u|r|
ப|ா|ய|ல:்|	P|a|y:a|l|
ப|த:்|த|ா|ர|ோ:ன:்|	P:a|t|t:h|a|r|o:n|
க|ா|	K|a|
ச|வ:ு|த|ா:க|ர:்|	S:a|u|d|a:g:a|r|
ப|ட|்:ட|ி|	P:a|t|t|i|
ப:ௌ|ல:்|	P:a:u|l|
ப:ா|ல:்|	P:a:u|l|
ஆ:ட|ம:்|ஸ:்|	A:d:a|m|s|
ப:ா|ல:்|	P:a:u|l|
அ:ண:்|ட:்|	A:n|d|
அ|ல|ெ|க:்:ஸ|ா:ட|ி:ர|ா|	A|l|e|x|a:n:d|r|a|
க|ா|ன|ெ|ல:்:ல|ோ|ப|ோ|ல:ோ|ஸ:்|	C|a|n|e|l:l|o|p|o|u:l:o|s|
ம:ி:ய|ூ:ஸ:ி|ய:ம:்|	M:u|s:e|u:m|
ப:ா|ல:்|	P:a:u|l|
ட|வ:ு:ன|்|ட|வ:ு|ன:்|	D|o:w|n|t|o|n|
ப:ா|ல:்|	P:a:u|l|
க|ா|க:்:வ|ி:ன:்|	G|a:u|g:u|i:n|
ப:ா|ல:்|	P:a:u|l|
க|ி:ர|ே|ச|ன|்|	G|r|a:y|s|o|n|
ப:ா|ல:்|	P:a:u|l|
ஜ|ா|ர|்:வ:ி|ஸ:்|	J|a|r|v:i|s|
ப:ா|ல:்|	P:a:u|l|
ஷ|ி:ய:ே|ஹ|ா|ன:்|	S:h|e:a|h|a|n|
ப:ா|ல:்|	P:a:u|l|
ச|ை:ம|ன:்|	S|i:m:o|n|
ப:ா|ல:்|	P:a:u|l|
ட|ே:ல|ர|்|	T|a:y:l|o|r|
ப:ௌ|ல|ா|	P:a:u|l|a|
ப|வ:ு|ல:்:ப|ு|த:்|த|ே|	P:a|u|l:b|u|d|d:h|e|
ப|ா|வ|க:்|	P|a|v:a|k|
ப|ா|வ:ன|ி|	P|a|v:a:n|i|
ப|வ:ன|்:ஜ|ி:த:்|	P:a|v:a:n|j|i:t|
ப:வ|ி:த:்|ர|	P:a:v|i:t|r|
ப:வ|ி:த:்|ர|ா|	P:a:v|i:t|r|a|
ப|ா|ப|ி|	P|a|p|i|
ப|ய:ஸ|்:வ:ி|ன|ி|	P:a|y:a:s|v:i|n|e:e|
ப|ே|ய|ி|ங|்|	P|a|y|i|n|g|
க:ெ|ஸ|்:ட:்|	G:u:e|s|t|
ப:ய|ோ|ஜ|ா|	P:a:y|o|j|a|
ப|ீ:ப|ா|ட|ி|	P|e:a:b|o|d|y|
அ|வ|ா:ர:்|ட:்|	A|w|a:r|d|
ப|ீ:ஸ|்|	P|e:a:c|e|
ப|ீ:ஸ|்|	P|e:a:c|e|
ல|ு|த:ெ|ர|ன|்|	L|u|t:h:e|r|a|n|
ப:ீ|க:்|	P:e:a|k|
ட|ி|ஸ|்:ட|்:ர|ி:க:்|ட:்|	D|i|s|t|r|i:c|t|
ப|ே|ர|்:ல:்|	P|e|a:r|l|
ப:ே|ர:்|ல:ி|	P:e:a|r|l:i:e|
ப|ி|ய|ர|்:ஸ|்|	P|e|a|r|s|e|
ப|்:ர:ா|ஸ|்|ன|ன|்|	B|r:o|s|s|n|a|n|
ப|ி|ய|ர|்:ஸ|்|	P|e|a|r|s|e|
ம:ி:ய|ூ:ஸ:ி|ய:ம:்|	M:u|s:e|u:m|
ப|ி|ய|ர|்:ச:ன|்|	P|e|a|r|s:o|n|
ம|ெ:ட|ல:்|	M|e:d:a|l|
ஆ:ஃ|ப:்|	O|f|
ப|ீ:ஸ|்|	P|e:a:c|e|
ப|ி:ய|ர:ி|	P|e|a:r:y|
ட:்:ர|ோ|ட|ி:ய|ே|	T:r|u|d|e|a:u|
ப|ெ:ட|ர:்|	P|e:d:e|r|
ஸ|்:க:்|ர|ா:ம:்|	S|k|r|a:m|
ப|ெ:ஹ:்|ல|ா|	P|e:h|l|a|
க|த|ம:்|	K|a:d:a|m|
ப|ெ:ஹ:்|ல|ி|	P|e:h|l|i|
ஜ|ா|ல|க:்|	J:h|a|l:a|k|
ப|ெ:ஹ:்|ல|ி|	P|e:h|l|i|
ஷ|ா|த|ி|	S:h|a|d|i|
ப|ெ|க|ி|ங|்|	P|e|k|i|n|g|
ய:ூ:ன|ி|வ:ர|்:ச|ி:ட|்:ட:ி|	U:n|i|v:e:r|s|i|t:y|
ப|ெ|ம:்:ப|்:ர|ோ|க|்|‌|ஷ:ை:ர|்|	P|e|m:b|r|o|k|e|s:h|i:r|e|
க:ோ|ஸ|்:ட:்|	C:o:a|s|t|
ப|ே|ம|ெ:க|்:ஸ:்|	P|e|m|e|x|
ப|ெ:ந:்|த|ர:்|க|ர:்|	P|e:n|d:h:a|r|k:a|r|
ப|ெ|ன|்:த|்:ச:ே|	P|e|n|d|s:e|
ப|ெ|ன|ி|ல|ோ|ப|்|	P|e|n|e|l|o|p|e|
ப|ெ|ன|்:ன|ி|	P|e|n|n|e:y|
ப|ெ|ன|்:ன:ி|	P|e|n|n:y|
ப|ெ|ப|்|ப:ர:்|	P|e|p|p|e:r|
ப|ெ|ர|்:ச:ெ|ல|்|	P|e|r|c:e|l|l|
ப|ெ|ர|்:ச:ி|	P|e|r|c:y|
ப|ெ|ர|ி|	P|e|r|i|
ப|ெ|ர|ி:ன:்|	P|e|r|i:n|
ஓ:வ|ர:்|	O:v:e|r|
ப|ெ|ர|ி|ய|ா:ர:்|	P|e|r|i|y|a:r|
ப|ெ|ர|்:ர|ி|ய:ர:்|	P|e|r|r|i|e:r|
க|ா|ம|ெ|ட|ி|	C|o|m|e|d|y|
அ|வ|ா:ர:்|ட:்|	A|w|a:r|d|
ப|ெ|ர|்:த:்|	P|e|r|t:h|
ப|ெ|ர|ு|	P|e|r|u|
ப|ெ|ர|ு:ம:்|ப:ள|்:ள:ம|்|	P|e|r|u:m|p:a:l|l:a|m|
ர|ி:ச|ர:்|வ|ா:ய:ர|்|	R|e:s:e|r|v|o:i|r|
ப|ெ|ர|ு|வ|ா|ர|ி|ப:ள|்:ள:ம|்|	P|e|r|u|v|a|r|i|p:a:l|l:a|m|
ப|ெ|ச|ோ|	P|e|s|o|
ப|ீ|ட:்:ட|ர:்|	P|e|t:e|r|
ப|ீ|ட:்:ட|ர:்|	P|e|t:e|r|
க|ி|ர|்:ஸ|்:ட:ன|்|	K|i|r|s|t:e|n|
ப|ீ|ட:்:ட|ர:்|	P|e|t:e|r|
ம|ா:ர:்|ட:்:ட|ி:ன:்|	M|a:r|t|i:n|
ப|ீ|ட:்:ட|ர:்|	P|e|t:e|r|
ர|ா|ச|ன|்|	R|a:w|s|o|n|
ப|ீ|ட:்:ட|ர:்|	P|e|t:e|r|
ட|ூ|ஹ:ே|	T|o:o|h:e:y|
ப|ீ|ட:்:ட|ர:்|	P|e|t:e|r|
உ:ப|ே|ர|ா:த|்|	U:e:b|e|r|r:o:t|h|
ப|ீ|ட:்:ட|ர:்|	P|e|t:e|r|
வ|ி|ல:்|ல:ி|	W|i|l|l:e:y|
ப|ெ|ட|்:ர|ா|	P|e|t|r|a|
ப|ெ|ட|்:ர|ோ|ன|ஸ:்|	P|e|t|r|o|n:a|s|
ட:வ|ர|்|	T:o:w|e|r|
2|	2|
ப|ெ|ட|்:ர|ோ|ந|ெ|ட:்|	P|e|t|r|o|n|e|t|
ப|ெ|ட|ு|ல|ா|	P|e|t|u|l|a|
ப|ே|வ|ா:ர:்|	P|e|w|a:r|
ப:ா|ன|்:ஸ|ி|	P:h:a|a:n|s|i|
ப:ா|ன|்:ஸ|ி|	P:h:a|a:n|s|i|
க|ே|	K|e|
ப:ா|த:்|	B:a:a|d|
ப|த|ா|த:ர|ே|	P:h:a|d|a|t:a:r|e|
ப|ட:்|ன|ி|ஸ:்|	P:h:a|d|n|i|s|
ஃ|ப|ே|த|்:ர|ா|	P:h|a|e|d|r|a|
ப:ா|க:ூ:ன|்|	P:h:a|g:u|n|
ப:ா|ன|்:த|ே|	P:h:a|n|d|e|
ப|ா:ஸ:்|	B:a|a:z|
ப|ன|ி|ந|ா|த|்|	P:h:a|n|i|n|a|t|h|
ப|ன|ி|ஷ|்|வ|ர:்|	P:h:a|n|i|s|h|w:a|r|
ஃ|ப:ா|ஸ:ூ:ம|்|	P:h|a|z:o|m|
ஃ|ப:ி|ய:ா|ல|ா|	P:h|i|a|l|a|
ப:ி|ல:்|	P:h:i|l|
ட:ி:ஃ|ப:்:ப|ி:ர|ே:ட|ா|ஸ:்|	D:e|f|r|e:i:t|a|s|
ப:ி|ல:்|	P:h:i|l|
எ|ம|ெ|ர|ி|	E|m|e|r|y|
ஃ|ப:ி|ல|ா|ன|ா|	P:h|i|l|a|n|a|
ஃ|ப:ி|ல|ா|ண|்|ட|ர:்|	P:h|i|l|a|n|d|e|r|
ப:ி|ல|ி|ப:்:ப|ை|ன|்|	P:h:i|l|i|p:p|i|n|e|
ப|ே:ங:்|க:்|	B|a:n|k|
ஆ:ப:்|	O:f|
க:ம|்:ய:ு|ன|ி:க|ே:ஷ|ன:்|	C:o:m|m:u|n|i:c:a|t:i:o|n|
ப:ி|ல|ி|ப:்:ப|ை:ன|்:ஸ:்|	P:h:i|l|i|p:p|i:n:e|s|
ஃ|ப:ி|ல|ி|ப:்|ஸ:்|	P:h|i|l|i|p|s|
ஃ|ப:ி|ல|ி|ப:்|ஸ:்|	P:h|i|l|i|p|s|
இ|ந:்:த|ி:ய|ா|	I|n:d|i|a|
ஃ|ப:ி|ல|ோ|ம|ி|ன|ா|	P:h|i|l|o|m|e|n|a|
ப:ி|ல|்:ப|ோ|ட:்|	P:h:i|l|p|o|t|
ப:ி|ர:்|	P:h:i|r|
ப|ி|	B:h|i|
அ|ப:்:ன|ா|	A|p:n|a|
ஹ|ை|	H|a:i|
ப:ி|ர:்|	P:h:i|r|
ஜ|ன|ம:்|	J|a:n:a|m|
ல|ெ|ங|்:க|ே|	L|e|n|g|e|
ஹ|ம:்|	H:u|m|
ப:ி|ர:்|	P:h:i|r|
க|ப:்|	K:a|b|
ம|ி|ல|ோ|க|ி|	M|i|l|o|g|i|
ப:ி|ர:்|	P:h:i|r|
ச|ு:ப|ா|	S|u:b:h|a:h|
ஹ|ோ|க|ி|	H|o|g|i|
ப:ி|ர:்|	P:h:i|r|
வ|ோ|ஹ|ி|	W|o|h|i|
த|ி|ல:்|	D|i|l|
ல|ா|ய|ா|	L|a|y|a|
ஹ|ூ|ன:்|	H|o:o|n|
ஃ|ப:ி|ர|ோ|ஸ|ா|	P:h|i|r|o|z|a|
ஃ|ப:ோ|ப:ே|	P:h|o|e:b:e|
ஃ|ப:்:ப|ூ:ள:்|	P:h|o|o:l|
அ:வ:ு|ர:்|	A:u|r|
இ|ன|்:ச|ா|ன:்|	I|n|s|a:a|n|
ஃ|ப:்:ப|ூ:ள:்|	P:h|o|o:l|
ப:ன|ே|	B:a:n|e|
அ|ங|்:க|ா|ர:ே|	A|n|g|a|r:e:y|
ஃ|ப:்:ப|ூ:ள:்|	P:h|o|o:l|
க|ி|ள|ே|	K:h|i|l|e|
ஹ|ை|ன:்|	H|a:i|n|
க|ு:ல:்|ஷ:ா|ன:்|	G|u:l|s:h:a|n|
க|ு:ல:்|ஷ:ா|ன:்|	G|u:l|s:h:a|n|
ஃ|ப|ூ|ள|ே|ந:்:த|ு|	P:h|o|o|l|e|n:d|u|
ஃ|ப:்:ப|ூ|ள|ோ:ன:்|	P:h|o|o|l|o:n|
க|ே|	K|e|
ஹ|ா:ர:்|	H:a|a:r|
ஃ|ப:ு|ல|ா|வ:ர|ி|	P:h|u|l|a|w:a:r|i|
ப:ூ|ல:்:ப|ா|ன|ி|	P:h:u|l:b|a|n|i|
ப|ி:ய|ா|	P|i|a|
ப|ய|ா|ஸ|்:ட|ி:ர:ெ|ஸ:்|	P|i|a|s|t|r:e|s|
ப|ி|க:்:க|ல|்|க|ா:ம:்|ப|ே|	P|i|c:k|l|e|c|o:m|b|e|
ஃ:ப:்|ப:ோ:ர|்:ட:்|	F|o:r|t|
